id,zipcode,seasonality,price_median_zs,price_buy,gain_tot,price_sale,date_sale
203100460,98053,fall,"442000,0","400000,0","120000,0","520000,0",winter
203100435,98053,fall,"442000,0","484000,0","48400,0","532400,0",summer
7511200190,98053,fall,"442000,0","580000,0","58000,0","638000,0",summer
8807810090,98053,fall,"442000,0","335000,0","100500,0","435500,0",winter
1525069058,98053,summer,"568000,0","568000,0","56800,0","624800,0",summer
203900610,98053,summer,"568000,0","339000,0","101700,0","440700,0",winter
9508850120,98053,summer,"568000,0","602000,0","60200,0","662200,0",summer
7983200060,98003,spring,"230000,0","230000,0","23000,0","253000,0",summer
3584000310,98003,spring,"230000,0","225000,0","67500,0","292500,0",summer
421049116,98003,spring,"230000,0","216000,0","64800,0","280800,0",summer
4322300340,98003,spring,"230000,0","265000,0","26500,0","291500,0",summer
2190601049,98003,spring,"230000,0","212000,0","63600,0","275600,0",summer
4131500140,98003,spring,"230000,0","175000,0","52500,0","227500,0",summer
5151600480,98003,spring,"230000,0","248000,0","24800,0","272800,0",summer
2268000470,98003,spring,"230000,0","241500,0","24150,0","265650,0",summer
3275310220,98003,spring,"230000,0","244000,0","24400,0","268400,0",summer
2821049082,98003,spring,"230000,0","225000,0","67500,0","292500,0",summer
537000416,98003,spring,"230000,0","250000,0","25000,0","275000,0",summer
103400160,98003,spring,"230000,0","263000,0","26300,0","289300,0",summer
7466900320,98003,spring,"230000,0","242000,0","24200,0","266200,0",summer
7682200320,98003,spring,"230000,0","197400,0","59220,0","256620,0",summer
9315100210,98003,spring,"230000,0","227490,0","68247,0","295737,0",summer
7683800212,98003,spring,"230000,0","229000,0","68700,0","297700,0",summer
2268000180,98003,spring,"230000,0","230000,0","23000,0","253000,0",summer
2501600150,98003,spring,"230000,0","194000,0","58200,0","252200,0",summer
4222310010,98003,spring,"230000,0","267950,0","26795,0","294745,0",summer
2329600280,98003,spring,"230000,0","225900,0","67770,0","293670,0",summer
7683800010,98003,spring,"230000,0","205000,0","61500,0","266500,0",summer
7943000020,98003,spring,"230000,0","183000,0","54900,0","237900,0",summer
3584000180,98003,spring,"230000,0","253400,0","25340,0","278740,0",summer
643000110,98003,spring,"230000,0","247500,0","24750,0","272250,0",summer
7575600610,98003,spring,"230000,0","265000,0","26500,0","291500,0",summer
921049315,98003,summer,"227450,0","199000,0","59700,0","258700,0",winter
7511800070,98003,summer,"227450,0","264000,0","26400,0","290400,0",summer
2329500260,98003,summer,"227450,0","232500,0","23250,0","255750,0",summer
2268000370,98003,summer,"227450,0","190000,0","57000,0","247000,0",winter
7875400050,98003,summer,"227450,0","212000,0","63600,0","275600,0",winter
2268000050,98003,summer,"227450,0","229900,0","22990,0","252890,0",summer
4222310290,98003,summer,"227450,0","253000,0","25300,0","278300,0",summer
7941600220,98003,summer,"227450,0","219900,0","65970,0","285870,0",winter
7941600390,98003,summer,"227450,0","225000,0","67500,0","292500,0",winter
3275300270,98003,summer,"227450,0","250000,0","25000,0","275000,0",summer
3375300360,98003,summer,"227450,0","217500,0","65250,0","282750,0",winter
4222310220,98003,summer,"227450,0","235500,0","23550,0","259050,0",summer
7984400005,98003,summer,"227450,0","253500,0","25350,0","278850,0",summer
5153900150,98003,summer,"227450,0","205000,0","61500,0","266500,0",winter
1745100140,98003,fall,"215000,0","210000,0","63000,0","273000,0",summer
7203000640,98003,fall,"215000,0","215000,0","21500,0","236500,0",summer
7683800192,98003,fall,"215000,0","179950,0","53985,0","233935,0",summer
7203000465,98003,fall,"215000,0","245000,0","24500,0","269500,0",winter
1140000050,98003,fall,"215000,0","215000,0","21500,0","236500,0",winter
3391900130,98003,fall,"215000,0","258750,0","25875,0","284625,0",summer
2191600780,98003,fall,"215000,0","219000,0","21900,0","240900,0",summer
2345500010,98003,fall,"215000,0","210500,0","63150,0","273650,0",winter
5149800040,98003,fall,"215000,0","255000,0","25500,0","280500,0",summer
4322300140,98003,fall,"215000,0","265000,0","26500,0","291500,0",winter
2329600040,98003,fall,"215000,0","158000,0","47400,0","205400,0",summer
2190600243,98003,fall,"215000,0","210000,0","63000,0","273000,0",summer
271200130,98003,fall,"215000,0","215000,0","21500,0","236500,0",winter
4222310680,98003,fall,"215000,0","240000,0","24000,0","264000,0",summer
1745000090,98003,fall,"215000,0","208000,0","62400,0","270400,0",summer
3530510041,98198,summer,"210000,0","188500,0","56550,0","245050,0",winter
2008200060,98198,summer,"210000,0","160000,0","48000,0","208000,0",winter
3530490070,98198,summer,"210000,0","210000,0","21000,0","231000,0",summer
2946000751,98198,summer,"210000,0","230000,0","23000,0","253000,0",summer
3530450100,98198,summer,"210000,0","210000,0","21000,0","231000,0",summer
7893808220,98198,summer,"210000,0","250000,0","25000,0","275000,0",summer
6052401215,98198,summer,"210000,0","255000,0","25500,0","280500,0",summer
7522600030,98198,summer,"210000,0","251000,0","25100,0","276100,0",summer
3530490160,98198,summer,"210000,0","178500,0","53550,0","232050,0",winter
2011400520,98198,summer,"210000,0","240000,0","24000,0","264000,0",summer
1953400510,98198,summer,"210000,0","199950,0","59985,0","259935,0",winter
7686202065,98198,summer,"210000,0","170000,0","51000,0","221000,0",winter
7888200140,98198,summer,"210000,0","250000,0","25000,0","275000,0",summer
9536601996,98198,summer,"210000,0","149500,0","44850,0","194350,0",winter
7686203180,98198,summer,"210000,0","172500,0","51750,0","224250,0",winter
7686202635,98198,summer,"210000,0","185000,0","55500,0","240500,0",winter
3530420020,98198,summer,"210000,0","162950,0","48885,0","211835,0",winter
2011000020,98198,summer,"210000,0","265000,0","26500,0","291500,0",summer
3530430100,98198,summer,"210000,0","187000,0","56100,0","243100,0",winter
2946001675,98198,summer,"210000,0","234000,0","23400,0","257400,0",summer
3530410081,98198,summer,"210000,0","216500,0","21650,0","238150,0",summer
8644000060,98198,fall,"237000,0","237000,0","23700,0","260700,0",winter
3530540090,98198,fall,"237000,0","245000,0","24500,0","269500,0",winter
2013800705,98198,fall,"237000,0","239000,0","23900,0","262900,0",winter
2946000912,98198,fall,"237000,0","212500,0","63750,0","276250,0",winter
3530500010,98198,fall,"237000,0","176000,0","52800,0","228800,0",winter
3530490031,98198,fall,"237000,0","202200,0","60660,0","262860,0",winter
7888300340,98198,fall,"237000,0","216000,0","64800,0","280800,0",summer
6929604005,98198,fall,"237000,0","240000,0","24000,0","264000,0",summer
7524200180,98198,fall,"237000,0","207000,0","62100,0","269100,0",summer
7893206305,98198,fall,"237000,0","245000,0","24500,0","269500,0",summer
3445000005,98198,fall,"237000,0","237600,0","23760,0","261360,0",winter
2009001600,98198,spring,"226250,0","265000,0","26500,0","291500,0",summer
3445000274,98198,spring,"226250,0","170000,0","51000,0","221000,0",summer
1697000370,98198,spring,"226250,0","234000,0","23400,0","257400,0",summer
6889000060,98198,spring,"226250,0","225000,0","67500,0","292500,0",summer
7888200240,98198,spring,"226250,0","265000,0","26500,0","291500,0",summer
3530530110,98198,spring,"226250,0","149900,0","44970,0","194870,0",summer
2946001645,98198,spring,"226250,0","232000,0","23200,0","255200,0",summer
7686203275,98198,spring,"226250,0","140000,0","42000,0","182000,0",summer
9536601045,98198,spring,"226250,0","227500,0","22750,0","250250,0",summer
3530470190,98198,spring,"226250,0","220000,0","66000,0","286000,0",summer
2946000285,98198,spring,"226250,0","200000,0","60000,0","260000,0",summer
2946001950,98198,spring,"226250,0","248000,0","24800,0","272800,0",summer
1022049182,98198,spring,"226250,0","175000,0","52500,0","227500,0",summer
2122049013,98198,spring,"226250,0","204750,0","61425,0","266175,0",summer
7686203195,98198,spring,"226250,0","249950,0","24995,0","274945,0",summer
3530420110,98198,spring,"226250,0","195000,0","58500,0","253500,0",summer
7888100240,98198,spring,"226250,0","245000,0","24500,0","269500,0",summer
7686203385,98198,spring,"226250,0","204000,0","61200,0","265200,0",summer
3530430155,98198,spring,"226250,0","168000,0","50400,0","218400,0",summer
7686204675,98198,spring,"226250,0","248000,0","24800,0","272800,0",summer
2013801086,98198,spring,"226250,0","245000,0","24500,0","269500,0",summer
3530410020,98198,spring,"226250,0","265000,0","26500,0","291500,0",summer
6929603207,98198,spring,"226250,0","243500,0","24350,0","267850,0",summer
9456200405,98198,spring,"226250,0","205950,0","61785,0","267735,0",summer
84000335,98146,summer,"273250,0","225000,0","67500,0","292500,0",winter
123039424,98146,summer,"273250,0","303000,0","30300,0","333300,0",summer
1823049046,98146,summer,"273250,0","240000,0","72000,0","312000,0",winter
723049448,98146,summer,"273250,0","279500,0","27950,0","307450,0",summer
3841600220,98146,summer,"273250,0","282500,0","28250,0","310750,0",summer
7211401485,98146,summer,"273250,0","285000,0","28500,0","313500,0",summer
7889602020,98146,summer,"273250,0","240000,0","72000,0","312000,0",winter
9357000230,98146,summer,"273250,0","267000,0","80100,0","347100,0",winter
7520000440,98146,spring,"270000,0","214000,0","64200,0","278200,0",summer
123039420,98146,spring,"270000,0","309000,0","30900,0","339900,0",summer
6341000221,98146,spring,"270000,0","287000,0","28700,0","315700,0",summer
7454001060,98146,spring,"270000,0","295000,0","29500,0","324500,0",summer
6303400981,98146,spring,"270000,0","190000,0","57000,0","247000,0",summer
6303400520,98146,spring,"270000,0","265000,0","79500,0","344500,0",summer
7454001120,98146,spring,"270000,0","285950,0","28595,0","314545,0",summer
1591600676,98146,spring,"270000,0","246000,0","73800,0","319800,0",summer
3744600704,98146,spring,"270000,0","270000,0","27000,0","297000,0",summer
7889600080,98146,spring,"270000,0","208000,0","62400,0","270400,0",summer
7907600100,98146,spring,"270000,0","287500,0","28750,0","316250,0",summer
3275800050,98146,fall,"183500,0","242000,0","24200,0","266200,0",winter
6303401150,98146,fall,"183500,0","125000,0","37500,0","162500,0",winter
722079104,98038,summer,"280000,0","314000,0","31400,0","345400,0",summer
7437100570,98038,summer,"280000,0","291000,0","29100,0","320100,0",summer
2525300550,98038,summer,"280000,0","225000,0","67500,0","292500,0",winter
2025700080,98038,summer,"280000,0","265000,0","79500,0","344500,0",winter
2085200545,98038,summer,"280000,0","180000,0","54000,0","234000,0",winter
2025700430,98038,summer,"280000,0","269500,0","80850,0","350350,0",winter
4396000530,98038,summer,"280000,0","290000,0","29000,0","319000,0",summer
2215900180,98038,summer,"280000,0","270000,0","81000,0","351000,0",winter
2215900800,98038,summer,"280000,0","290000,0","29000,0","319000,0",summer
2025701530,98038,summer,"280000,0","282000,0","28200,0","310200,0",summer
5111400081,98038,summer,"280000,0","280000,0","28000,0","308000,0",summer
2025700790,98038,summer,"280000,0","290700,0","29070,0","319770,0",summer
1545806720,98038,summer,"280000,0","254950,0","76485,0","331435,0",winter
2025701390,98038,summer,"280000,0","316000,0","31600,0","347600,0",summer
2025700740,98038,summer,"280000,0","275250,0","82575,0","357825,0",winter
2525310310,98038,fall,"270000,0","272500,0","27250,0","299750,0",summer
2322069114,98038,fall,"270000,0","287653,0","28765,300000000003","316418,3",summer
6399600115,98038,fall,"270000,0","279000,0","27900,0","306900,0",summer
1545802850,98038,fall,"270000,0","286000,0","28600,0","314600,0",summer
1545807810,98038,fall,"270000,0","118000,0","35400,0","153400,0",summer
2025701360,98038,fall,"270000,0","260000,0","78000,0","338000,0",winter
4123800260,98038,fall,"270000,0","257700,0","77310,0","335010,0",summer
2525310320,98038,fall,"270000,0","290000,0","29000,0","319000,0",winter
4396000180,98038,fall,"270000,0","267500,0","80250,0","347750,0",summer
1545807920,98038,fall,"270000,0","245000,0","73500,0","318500,0",winter
2525300540,98038,fall,"270000,0","185000,0","55500,0","240500,0",summer
2310000440,98038,fall,"270000,0","279950,0","27995,0","307945,0",winter
1545808560,98038,spring,"265000,0","245000,0","73500,0","318500,0",summer
2525300030,98038,spring,"265000,0","232000,0","69600,0","301600,0",summer
222069082,98038,spring,"265000,0","300000,0","30000,0","330000,0",summer
2310000240,98038,spring,"265000,0","275000,0","27500,0","302500,0",summer
2025700860,98038,spring,"265000,0","287000,0","28700,0","315700,0",summer
922069139,98038,spring,"265000,0","260000,0","78000,0","338000,0",summer
1545807990,98038,spring,"265000,0","315000,0","31500,0","346500,0",summer
2215902010,98038,spring,"265000,0","275000,0","27500,0","302500,0",summer
1545805820,98038,spring,"265000,0","274000,0","27400,0","301400,0",summer
2525300480,98038,spring,"265000,0","224975,0","67492,5","292467,5",summer
2025700130,98038,spring,"265000,0","269950,0","26995,0","296945,0",summer
2310000430,98038,spring,"265000,0","284000,0","28400,0","312400,0",summer
2310000380,98038,spring,"265000,0","269950,0","26995,0","296945,0",summer
2310000280,98038,spring,"265000,0","275000,0","27500,0","302500,0",summer
1545803340,98038,spring,"265000,0","269000,0","26900,0","295900,0",summer
2525300380,98038,spring,"265000,0","260656,0","78196,8","338852,8",summer
1545803980,98038,spring,"265000,0","239000,0","71700,0","310700,0",summer
2525310040,98038,spring,"265000,0","206000,0","61800,0","267800,0",summer
1545803520,98038,spring,"265000,0","251000,0","75300,0","326300,0",summer
1545801970,98038,spring,"265000,0","250000,0","75000,0","325000,0",summer
2310030390,98038,spring,"265000,0","275000,0","27500,0","302500,0",summer
2525300200,98038,spring,"265000,0","215000,0","64500,0","279500,0",summer
2215901230,98038,spring,"265000,0","254000,0","76200,0","330200,0",summer
2025700200,98038,spring,"265000,0","265000,0","26500,0","291500,0",summer
2025700270,98038,spring,"265000,0","260250,0","78075,0","338325,0",summer
1022069050,98038,spring,"265000,0","207000,0","62100,0","269100,0",summer
1545804240,98038,spring,"265000,0","252000,0","75600,0","327600,0",summer
2215900410,98038,spring,"265000,0","323000,0","32300,0","355300,0",summer
2025700730,98038,spring,"265000,0","287200,0","28720,0","315920,0",summer
2310000250,98038,spring,"265000,0","190000,0","57000,0","247000,0",summer
1441300130,98038,spring,"265000,0","319000,0","31900,0","350900,0",summer
2025701190,98038,spring,"265000,0","295000,0","29500,0","324500,0",summer
2215901190,98038,spring,"265000,0","254000,0","76200,0","330200,0",summer
5111400086,98038,spring,"265000,0","110000,0","33000,0","143000,0",summer
2215900900,98038,spring,"265000,0","295000,0","29500,0","324500,0",summer
2215900930,98038,spring,"265000,0","225000,0","67500,0","292500,0",summer
1545806960,98038,spring,"265000,0","295000,0","29500,0","324500,0",summer
2025701080,98038,spring,"265000,0","305000,0","30500,0","335500,0",summer
422069067,98038,spring,"265000,0","276500,0","27650,0","304150,0",summer
1545808960,98038,spring,"265000,0","237500,0","71250,0","308750,0",summer
1545807180,98038,spring,"265000,0","190000,0","57000,0","247000,0",summer
7374600060,98007,spring,"477000,0","550000,0","55000,0","605000,0",summer
2159900060,98007,spring,"477000,0","451101,0","135330,3","586431,3",summer
793200100,98007,spring,"477000,0","360000,0","108000,0","468000,0",summer
2207100405,98007,spring,"477000,0","423000,0","126900,0","549900,0",summer
2207200675,98007,spring,"477000,0","419000,0","125700,0","544700,0",summer
2207100650,98007,spring,"477000,0","499990,0","49999,0","549989,0",summer
7923300310,98007,spring,"477000,0","495000,0","49500,0","544500,0",summer
7923700030,98007,spring,"477000,0","490000,0","49000,0","539000,0",summer
6751300065,98007,spring,"477000,0","518000,0","51800,0","569800,0",summer
7923300230,98007,spring,"477000,0","479000,0","47900,0","526900,0",summer
