id,zipcode,price_sale,date_sale
5426300060,98039,"1300000,0",winter
3425059066,98005,"1299654,0",winter
8078460070,98074,"1299200,0",summer
1939130420,98074,"1299200,0",summer
5307100280,98005,"1299004,0",summer
7010701383,98199,"1299004,0",winter
1923000370,98040,"1298075,0",summer
1954420420,98074,"1297754,7",summer
3300760020,98033,"1297278,5",summer
8077210350,98074,"1297170,0",summer
1672000020,98006,"1296187,8",winter
1939120050,98074,"1295647,5",summer
5458800415,98040,"1295448,0",summer
685000265,98004,"1295250,0",summer
7200001005,98052,"1294611,9931",summer
8563500020,98040,"1294254,0",winter
3856902250,98105,"1294008,05",summer
9542000050,98005,"1293345,0",winter
2330000035,98005,"1292910,0",summer
2141320230,98006,"1292910,0",summer
6205500580,98005,"1292829,0",summer
1024069037,98075,"1292707,5",winter
2423020010,98033,"1292707,5",summer
6072400820,98006,"1292707,5",winter
824059293,98004,"1292595,0",winter
6003501535,98102,"1292500,0",winter
7525410190,98075,"1292500,0",summer
6819100330,98109,"1292500,0",summer
9201000480,98075,"1292500,0",summer
5076700145,98005,"1292500,0",summer
4099500935,98040,"1292265,0",winter
1337800855,98112,"1291480,5",summer
6819100080,98119,"1291283,0",summer
3204300705,98112,"1290702,5",summer
342000036,98122,"1290222,0",summer
1939130730,98074,"1289050,0",summer
7525410120,98075,"1288530,85",winter
8651510610,98074,"1288488,8939999999",winter
191100045,98040,"1287800,0",summer
5315100806,98040,"1287800,0",summer
3882300090,98052,"1286917,5",summer
8651600110,98040,"1286430,0",summer
205000450,98053,"1285193,0",summer
6905200050,98119,"1285143,52",summer
6646200420,98074,"1284990,0",summer
5037300130,98199,"1284676,75",summer
6189200260,98005,"1284296,0",summer
7199330130,98052,"1284208,2",winter
3066400140,98074,"1283975,0",summer
7574910420,98077,"1283975,0",summer
8562400025,98004,"1281120,0",winter
824069113,98075,"1280750,0",winter
3325069129,98074,"1280632,5",summer
2652500126,98119,"1280601,35",summer
4232901525,98119,"1279925,5",summer
809003160,98109,"1279479,0",summer
7504400400,98074,"1278900,0",winter
7214720400,98077,"1278900,0",summer
205000410,98053,"1278900,0",summer
4298100070,98077,"1278900,0",summer
5364200649,98105,"1277937,9",summer
8045000180,98052,"1277411,6064",summer
2450000320,98004,"1276521,0",summer
1224049095,98040,"1275757,7",summer
3880900245,98119,"1274700,0",summer
9542000075,98005,"1274700,0",summer
5016001619,98112,"1274698,179",summer
3276930050,98075,"1274608,95",summer
8651500850,98074,"1274434,0",summer
5016001325,98112,"1272315,0",summer
2025059134,98004,"1271700,0",summer
3362900810,98103,"1271513,781",summer
7427800080,98033,"1270780,0",summer
2436700540,98105,"1270349,5",summer
643300180,98006,"1270349,5",summer
1653500070,98004,"1269990,0",summer
1786830090,98052,"1269460,7",summer
2785000110,98005,"1269000,0",winter
4237901250,98199,"1269000,0",summer
7785000130,98040,"1268962,5",summer
3024059078,98040,"1268800,0",winter
7525410060,98075,"1268800,0",summer
2023700040,98109,"1268750,0",summer
3249500020,98077,"1268750,0",summer
1592000780,98074,"1268750,0",summer
625069064,98053,"1268750,0",summer
3900100265,98033,"1268750,0",summer
3276930400,98075,"1268750,0",winter
425059103,98033,"1268750,0",summer
5566100205,98006,"1268084,5",summer
3904901300,98029,"1267952,4",summer
5458800125,98040,"1267250,0",summer
7504001430,98074,"1266650,0",summer
6690500060,98103,"1266329,0",summer
7922710320,98052,"1266329,0",summer
7376300085,98008,"1266329,0",summer
3586500665,98177,"1266329,0",summer
5649300160,98052,"1266281,75",summer
3905100070,98029,"1265243,1",summer
2581900060,98040,"1264770,0",summer
7214780050,98077,"1264690,0",summer
1592000250,98074,"1264690,0",summer
6600000330,98112,"1264560,0",summer
627300145,98004,"1262800,0",summer
124069032,98075,"1261800,0",summer
644200090,98004,"1261770,0",summer
2579500006,98040,"1261068,0",winter
8651580310,98074,"1260910,1400000001",summer
3260000120,98005,"1260496,1400000001",summer
7751800080,98008,"1259824,5",summer
3755500065,98033,"1259824,5",summer
1925059194,98004,"1259500,0",summer
9542100135,98005,"1258600,0",winter
205000010,98053,"1258600,0",summer
8078460810,98074,"1258600,0",summer
8651580660,98074,"1258600,0",summer
5739601300,98004,"1258400,0",summer
1861400116,98119,"1258400,0",summer
2125049133,98112,"1258400,0",winter
2158900095,98112,"1258400,0",summer
7504100910,98074,"1257250,0",winter
6843310120,98075,"1257250,0",summer
2423010130,98033,"1256773,0",summer
862000020,98004,"1256000,0",summer
5453700140,98040,"1256000,0",summer
824059211,98004,"1256000,0",summer
3447000030,98006,"1255773,0",summer
6600700030,98052,"1254382,5",summer
7977201845,98115,"1254382,5",summer
4083301645,98103,"1254382,5",winter
2450000275,98004,"1251285,0",winter
3886902505,98033,"1251089,0",summer
8677300720,98074,"1250480,0",summer
871001611,98199,"1250480,0",summer
2351800065,98199,"1250387,0",summer
1954440080,98074,"1250200,0",summer
5210200081,98115,"1249603,9",winter
2867100005,98119,"1249600,0",summer
8127700440,98199,"1249336,2",summer
2600000510,98006,"1249206,0",summer
3232200095,98119,"1248450,0",summer
7504020400,98074,"1248450,0",summer
7805460030,98006,"1248450,0",summer
7504020610,98074,"1248450,0",summer
6751300375,98007,"1248409,25",winter
224069010,98075,"1248285,5350000001",summer
5458800425,98040,"1248150,0",summer
3043200035,98112,"1248000,0",winter
3260100330,98005,"1248000,0",summer
3447000090,98006,"1247425,9",summer
7215722010,98075,"1246501,8",summer
7963900100,98004,"1246440,0",winter
7199350340,98052,"1246278,0",winter
8123500050,98075,"1245920,0",winter
8651511060,98074,"1245500,0",winter
2077700042,98005,"1245500,0",winter
8078420230,98074,"1245500,0",summer
224069094,98075,"1245500,0",winter
3582500240,98074,"1244043,0",summer
324000530,98116,"1243568,7",summer
1928300350,98105,"1242771,0",summer
8562600500,98052,"1242436,0",summer
7300200400,98075,"1241922,0",winter
9828702588,98112,"1241220,0",summer
9201000460,98075,"1240800,0",summer
7011201482,98119,"1240645,69",summer
1115810060,98052,"1240188,9284",summer
2600030210,98006,"1240101,0",summer
8651520400,98074,"1239822,5",summer
7436400020,98033,"1239790,5",summer
8123450300,98052,"1239164,4",summer
6646200770,98074,"1238300,0",summer
809002765,98109,"1238300,0",winter
7504020810,98074,"1238300,0",winter
5364200381,98105,"1238300,0",summer
3811000250,98053,"1238300,0",summer
1115400090,98006,"1238300,0",summer
425069147,98053,"1238300,0",summer
7011200160,98119,"1237600,0",summer
5244800895,98109,"1237600,0",summer
9547201155,98115,"1237320,25",winter
4351300978,98040,"1236984,1600000001",winter
2872900390,98074,"1236725,1",winter
9828700005,98122,"1236400,0",summer
5701800030,98052,"1236270,0",summer
8651500710,98074,"1235661,0",winter
8078430130,98074,"1235551,9",summer
5015000700,98112,"1234758,1675",summer
6852700477,98102,"1234585,0",winter
6790900110,98075,"1234264,9",winter
8078460520,98074,"1234240,0",summer
1785400300,98074,"1233750,0",winter
4191400090,98033,"1233750,0",summer
3131201310,98105,"1233750,0",winter
6003501400,98102,"1233750,0",summer
2663000050,98102,"1233750,0",winter
3179100435,98105,"1233732,7",summer
5450300020,98040,"1233000,0",summer
5459000240,98040,"1232450,0",winter
6819100345,98109,"1232000,0",summer
976000879,98119,"1232000,0",summer
2902200015,98102,"1232000,0",summer
7011200260,98119,"1231900,0",summer
2771603940,98199,"1231808,0",summer
1785400210,98074,"1231400,0",summer
6072100140,98006,"1231150,0",summer
5566100145,98006,"1231026,885",winter
1377800135,98199,"1230996,0",summer
9237800100,98052,"1229194,0",summer
2785000290,98005,"1229175,0",summer
3276930380,98075,"1229175,0",summer
4151800470,98033,"1229175,0",summer
1245500725,98033,"1229175,0",winter
1344300045,98112,"1228850,0",summer
7010700210,98199,"1228158,12",summer
1795920350,98052,"1228150,0",summer
4388600030,98052,"1228150,0",winter
7504010780,98074,"1228150,0",summer
8651511250,98074,"1228150,0",summer
4035900085,98006,"1227312,9",summer
686300930,98008,"1227312,9",summer
8712100530,98112,"1226150,0",summer
6819100122,98109,"1225606,2",winter
1687900520,98006,"1225533,0",summer
9828702095,98122,"1224941,7",winter
5451100220,98040,"1224600,0",summer
5315101716,98040,"1224600,0",summer
7504010480,98074,"1224090,0",summer
2158900140,98112,"1223200,0",summer
2141330560,98006,"1222801,5",summer
7922710690,98052,"1222060,0",summer
1424200070,98004,"1221000,0",summer
3570000130,98075,"1220537,037",winter
4086300065,98102,"1220070,0",summer
1245001763,98033,"1220070,0",summer
7199340320,98052,"1219650,0",summer
3325069025,98074,"1219650,0",summer
5452800800,98040,"1219300,0",summer
5016001260,98112,"1219200,0",summer
625100004,98077,"1219185,0",summer
3955500100,98033,"1219185,0",summer
3236500220,98007,"1219185,0",winter
1926069054,98077,"1219185,0",summer
3578401330,98074,"1219185,0",winter
1370804430,98199,"1219130,2404999998",summer
3905100210,98029,"1219049,5350000001",winter
3735900545,98115,"1219049,5350000001",summer
2824069142,98027,"1218543,0",summer
6788200931,98112,"1218147,0",summer
3326069026,98053,"1218000,0",summer
8651480550,98074,"1218000,0",summer
425069139,98053,"1218000,0",winter
7695470200,98077,"1218000,0",summer
1592000260,98074,"1218000,0",summer
7527410080,98075,"1216972,6400000001",winter
824069121,98075,"1216800,0",summer
524059093,98004,"1216750,0",winter
1925059049,98004,"1216750,0",winter
708000030,98004,"1216560,0",summer
326069131,98077,"1215970,0",summer
7504400290,98074,"1215970,0",summer
8078460320,98074,"1215665,5",winter
9828701507,98112,"1215159,0",summer
7504010900,98074,"1214955,0",summer
6788203060,98112,"1214400,0",summer
4385700285,98112,"1214400,0",summer
7504020670,98074,"1213940,0",summer
5451100490,98040,"1212313,0",summer
5201000030,98077,"1211910,0",summer
3904901520,98029,"1211057,1",summer
7715800390,98074,"1211057,1",summer
2193340260,98052,"1210895,0",summer
1954400060,98074,"1210250,0",summer
326069101,98077,"1210250,0",summer
9126100815,98122,"1210150,0",summer
7199100020,98052,"1210066,5",summer
2344300220,98004,"1210000,0",summer
4389200761,98004,"1210000,0",summer
3835500005,98004,"1210000,0",summer
1672000170,98006,"1209225,0",winter
8818900060,98105,"1209144,0",winter
7200001259,98052,"1208001,0",summer
23500180,98052,"1208001,0",summer
3885805300,98033,"1207850,0",summer
7214780020,98077,"1207850,0",summer
3066410850,98074,"1207748,5",summer
9826701320,98122,"1207650,0",summer
259600410,98008,"1206596,5",summer
23520190,98052,"1206527,0",summer
7811220070,98005,"1206527,0",winter
7525410090,98075,"1206400,0",winter
5448300150,98006,"1205765,0",summer
6791000050,98075,"1205765,0",winter
1824059070,98040,"1205600,0",winter
8561200110,98033,"1204375,0",summer
2041000025,98109,"1203960,0",summer
3764500230,98033,"1203681,0",summer
7015200790,98119,"1202960,0",summer
809001565,98109,"1202937,5",summer
5450300010,98040,"1202916,0",winter
8677300550,98074,"1202775,0",summer
9828202030,98122,"1202680,0",summer
1778500595,98112,"1202080,0",summer
5315100667,98040,"1201864,5",winter
1952200220,98102,"1201860,0",summer
9346960050,98006,"1201860,0",winter
9541600015,98005,"1201860,0",summer
2354300740,98027,"1201345,3",summer
8146100580,98004,"1201050,0",summer
871000170,98199,"1200914,5",summer
222029026,98070,"1200540,0",summer
8024201210,98115,"1199165,0",summer
8086000201,98004,"1198750,0",summer
644000185,98004,"1198750,0",summer
4458300190,98040,"1198750,0",summer
8861000060,98004,"1198750,0",summer
5453700060,98040,"1198750,0",summer
8080400045,98112,"1198620,0",winter
125059138,98052,"1198500,0",winter
125059179,98052,"1198500,0",winter
1954400510,98074,"1198500,0",summer
125059178,98052,"1198500,0",winter
7214700580,98077,"1198500,0",winter
509000020,98074,"1198500,0",summer
3009800015,98116,"1198314,1346999998",summer
1245003375,98033,"1198218,0",summer
4298100060,98077,"1197700,0",summer
293800120,98077,"1197700,0",summer
3066410080,98074,"1197700,0",summer
925069123,98053,"1197700,0",summer
8077200470,98074,"1197700,0",summer
2260000210,98052,"1197404,5",summer
4151800420,98033,"1197307,5",summer
3797000680,98103,"1196984,7",winter
2125049131,98112,"1196800,0",summer
2771604791,98199,"1196800,0",summer
3811000230,98053,"1195670,0",summer
7977200720,98115,"1194650,0",summer
3797000745,98103,"1194650,0",summer
2061100435,98115,"1194530,5350000001",summer
2770601457,98199,"1194307,29",summer
1934800022,98122,"1194250,0",winter
9828200147,98122,"1194250,0",summer
8146100410,98004,"1193200,0",winter
3626500045,98040,"1193200,0",winter
2782100260,98075,"1192421,0",summer
7436900060,98052,"1192092,0",summer
200800330,98052,"1192092,0",winter
191100810,98040,"1191900,0",summer
2425069069,98053,"1191610,0",summer
7811100230,98005,"1191450,0",winter
524059208,98004,"1191450,0",summer
7811100100,98005,"1190298,0",winter
5459000305,98040,"1189162,416",summer
2652501513,98109,"1189131,885",winter
4101410050,98033,"1188000,0",summer
1524059027,98006,"1188000,0",summer
9552700140,98006,"1188000,0",summer
9542000275,98005,"1188000,0",summer
8078430030,98074,"1186808,0",summer
7010700976,98199,"1186750,0",summer
8078430360,98074,"1186750,0",summer
9550204450,98105,"1185471,0",summer
8861000095,98004,"1185050,0",summer
4221250010,98075,"1185049,0",summer
5611500170,98075,"1184738,399",summer
6705870120,98075,"1184579,9",summer
2436700800,98105,"1184386,0",summer
2141340040,98006,"1183558,95",summer
926069009,98077,"1183558,95",summer
5017000575,98112,"1183520,0",summer
1954400500,98074,"1183490,0",summer
3179101050,98105,"1183290,24",summer
5457300696,98109,"1183210,0",summer
4140930010,98006,"1183139,0",summer
7518503490,98117,"1182703,5",summer
6072000910,98006,"1181904,0",winter
1024069162,98075,"1181886,0",summer
9301301145,98109,"1181100,0",summer
6071400710,98006,"1180008,0",summer
1687900170,98006,"1180008,0",summer
6072100790,98006,"1180008,0",summer
3904901710,98029,"1179900,15",summer
7215720420,98075,"1179520,0",summer
2205700405,98006,"1179441,7",winter
7555220150,98033,"1179200,0",summer
976000790,98119,"1179200,0",winter
2547200160,98033,"1179120,45",summer
2770604665,98119,"1178156,9875",summer
6072650290,98006,"1177680,0",summer
1523550480,98052,"1177400,0",summer
7511200350,98053,"1177400,0",summer
1235100371,98033,"1177400,0",summer
2218000390,98105,"1177400,0",summer
1954420170,98074,"1177400,0",winter
8691410100,98075,"1176735,0",summer
8691410700,98075,"1176735,0",summer
5244800695,98109,"1176222,8",winter
8100400170,98052,"1175000,0",summer
9430110030,98052,"1175000,0",summer
3326059238,98033,"1175000,0",summer
7504460200,98074,"1175000,0",winter
6843300090,98075,"1175000,0",summer
1785400770,98074,"1175000,0",winter
1626069102,98077,"1175000,0",summer
1324059048,98006,"1175000,0",winter
1233100366,98033,"1175000,0",summer
6902000100,98074,"1175000,0",winter
955000060,98112,"1174750,0",winter
3904901840,98029,"1174340,95",summer
7174800760,98105,"1173920,0",summer
8691390770,98075,"1173533,0",summer
1370803730,98199,"1173340,0",summer
2600040130,98006,"1173340,0",summer
3210700380,98004,"1173120,0",winter
1592000130,98074,"1172325,0",winter
8562600260,98052,"1171772,25",summer
3025059136,98004,"1171760,0",winter
8056000075,98004,"1171500,0",summer
9191200015,98105,"1171395,96",summer
2757000030,98040,"1171350,0",summer
6788201440,98112,"1171350,0",summer
1737100830,98033,"1171310,0",summer
3904901570,98029,"1171094,925",summer
809000945,98109,"1171040,0",summer
9512000140,98005,"1171005,0",summer
2770606602,98199,"1170913,25",summer
7752000065,98008,"1170821,1",summer
6752000330,98008,"1170757,0",summer
629420080,98075,"1170331,0",summer
8691310420,98075,"1170305,0",summer
98020310,98075,"1168730,0",summer
8691310980,98075,"1168730,0",summer
1836980240,98006,"1168730,0",summer
687600010,98005,"1167903,0",summer
3456000160,98040,"1167440,0",summer
7214720510,98077,"1167250,0",summer
1330900570,98053,"1167250,0",winter
7010700860,98199,"1167250,0",summer
3740000010,98033,"1167250,0",summer
4206901155,98105,"1167250,0",summer
1954430390,98074,"1167250,0",summer
6821101895,98199,"1166676,0",summer
2856101105,98117,"1165978,4",summer
4083304700,98103,"1165978,4",winter
9826701665,98122,"1165615,0",summer
1785400780,98074,"1165615,0",summer
8691390980,98075,"1165528,0",summer
4100000140,98005,"1165440,0",summer
1939120540,98074,"1165440,0",summer
3041700035,98033,"1165187,4849999999",summer
2770604575,98119,"1164800,0",summer
5451200520,98040,"1164500,0",summer
2194100050,98040,"1164500,0",summer
4122700020,98004,"1164500,0",summer
5021900945,98040,"1164500,0",summer
3210600010,98004,"1163955,0",summer
7215730410,98075,"1163927,0",summer
7215720410,98075,"1163747,688",summer
2325059101,98008,"1163589,1",summer
2600110560,98006,"1163250,0",winter
1233100642,98033,"1163250,0",winter
2985800030,98105,"1163250,0",summer
5016001285,98112,"1163250,0",summer
7215730310,98075,"1162326,0",summer
7715801090,98074,"1162289,7",winter
