id,zipcode,cond_type,seasonality,price_median_zs,price_buy,gain_tot,price_sale,date_sale
3352400325,98178,regular,summer,"227000,0","225000,0","303750,0","528750,0",winter
1180007005,98178,good,summer,"227000,0","265950,0","218344,95","484294,95",summer
4058801065,98178,good,summer,"227000,0","272000,0","223312,0","495312,0",summer
2144800117,98178,regular,summer,"227000,0","270000,0","205200,0","475200,0",summer
7812801925,98178,good,summer,"227000,0","230000,0","126730,0","356730,0",summer
1180002075,98178,regular,summer,"227000,0","235000,0","242050,0","477050,0",summer
3352402272,98178,good,summer,"227000,0","230000,0","126730,0","356730,0",summer
4058802255,98178,regular,summer,"227000,0","219950,0","273771,765","493721,765",winter
7689600360,98178,regular,summer,"227000,0","215000,0","232200,0","447200,0",winter
7689600330,98178,regular,summer,"227000,0","207000,0","279450,0","486450,0",winter
2172000035,98178,regular,summer,"227000,0","190000,0","205200,0","395200,0",winter
3348401490,98178,regular,summer,"227000,0","265000,0","245045,5","510045,5",summer
3348401622,98178,good,summer,"227000,0","223000,0","326092,9","549092,9",winter
1180005280,98178,good,summer,"227000,0","239950,0","132212,45","372162,45",summer
4059400585,98178,good,summer,"227000,0","218000,0","240454,0","458454,0",winter
7812801700,98178,regular,summer,"227000,0","227000,0","233810,0","460810,0",summer
4060000290,98178,good,summer,"227000,0","253000,0","207713,0","460713,0",summer
4060000170,98178,regular,summer,"227000,0","255000,0","235798,5","490798,5",summer
3347401315,98178,good,summer,"227000,0","220000,0","321706,0","541706,0",winter
7812800215,98178,regular,summer,"227000,0","235000,0","242050,0","477050,0",summer
2144800146,98178,good,summer,"227000,0","257500,0","211407,5","468907,5",summer
7878400043,98178,regular,summer,"227000,0","185000,0","249750,0","434750,0",winter
1123049232,98178,regular,summer,"227000,0","279000,0","167679,0","446679,0",summer
6874200960,98178,regular,spring,"227000,0","170000,0","183600,0","353600,0",summer
4268200055,98178,regular,spring,"227000,0","245000,0","252350,0","497350,0",summer
3969300030,98178,regular,spring,"227000,0","239900,0","247097,0","486997,0",summer
561000075,98178,good,spring,"227000,0","260000,0","213460,0","473460,0",summer
3348401740,98178,regular,spring,"227000,0","188000,0","234003,6","422003,6",summer
3352402236,98178,good,spring,"227000,0","252500,0","207302,5","459802,5",summer
2171400218,98178,regular,spring,"227000,0","245000,0","252350,0","497350,0",summer
185000118,98178,good,spring,"227000,0","212000,0","176596,0","388596,0",summer
3810000860,98178,regular,spring,"227000,0","240000,0","247200,0","487200,0",summer
3810000465,98178,good,spring,"227000,0","243000,0","133893,0","376893,0",summer
3352400004,98178,regular,spring,"227000,0","184500,0","199260,0","383760,0",summer
3352401981,98178,regular,spring,"227000,0","199000,0","268650,0","467650,0",summer
3800008,98178,regular,spring,"227000,0","178000,0","240300,0","418300,0",summer
2172000750,98178,regular,spring,"227000,0","160000,0","199152,0","359152,0",summer
399000025,98178,regular,spring,"227000,0","265000,0","368164,5","633164,5",summer
9368700031,98178,regular,spring,"227000,0","195000,0","210600,0","405600,0",summer
2328800130,98178,regular,spring,"227000,0","220000,0","237600,0","457600,0",summer
7129300420,98178,good,spring,"227000,0","258000,0","211818,0","469818,0",summer
4060000440,98178,regular,spring,"227000,0","241000,0","248230,0","489230,0",summer
3352400330,98178,regular,spring,"227000,0","216000,0","268855,2","484855,2",summer
4136800205,98178,regular,spring,"227000,0","258000,0","196080,0","454080,0",summer
9282800065,98178,regular,spring,"227000,0","203000,0","171129,0","374129,0",summer
3348401095,98178,regular,spring,"227000,0","210000,0","226800,0","436800,0",summer
4058801230,98178,regular,spring,"227000,0","256000,0","263680,0","519680,0",summer
4440400125,98178,regular,spring,"227000,0","228000,0","173280,0","401280,0",summer
7812800681,98178,good,spring,"227000,0","166000,0","138278,0","304278,0",summer
9368700270,98178,regular,spring,"227000,0","137900,0","148932,0","286832,0",summer
1180003435,98178,regular,spring,"227000,0","275000,0","283250,0","558250,0",summer
3878900681,98178,regular,spring,"227000,0","272000,0","206720,0","478720,0",summer
7812801125,98178,regular,spring,"227000,0","222900,0","277443,63","500343,63",summer
7657000085,98178,regular,spring,"227000,0","218000,0","235440,0","453440,0",summer
3352400905,98178,regular,spring,"227000,0","245000,0","186200,0","431200,0",summer
393000385,98178,regular,spring,"227000,0","255000,0","354271,5","609271,5",summer
1423049029,98178,regular,spring,"227000,0","265000,0","201400,0","466400,0",summer
1180003175,98178,regular,spring,"227000,0","229950,0","174762,0","404712,0",summer
2976800145,98178,regular,spring,"227000,0","260000,0","197600,0","457600,0",summer
179001046,98178,regular,spring,"227000,0","229000,0","137629,0","366629,0",summer
179001101,98178,regular,spring,"227000,0","135000,0","182250,0","317250,0",summer
2172000894,98178,regular,spring,"227000,0","225000,0","303750,0","528750,0",summer
1123049027,98178,regular,spring,"227000,0","157500,0","170100,0","327600,0",summer
3347400525,98178,regular,spring,"227000,0","147000,0","198450,0","345450,0",summer
1180005220,98178,good,spring,"227000,0","225000,0","224482,5","449482,5",summer
2172000285,98178,regular,spring,"227000,0","254500,0","235336,15","489836,15",summer
1123049126,98178,regular,spring,"227000,0","227000,0","315371,1","542371,1",summer
3151600035,98178,regular,spring,"227000,0","261590,0","198808,4","460398,4",summer
1423049019,98178,regular,spring,"227000,0","220000,0","237600,0","457600,0",summer
7812800855,98178,regular,spring,"227000,0","159100,0","171828,0","330928,0",summer
7657000540,98178,regular,spring,"227000,0","260000,0","267800,0","527800,0",summer
2988800011,98178,regular,spring,"227000,0","244000,0","185440,0","429440,0",summer
4440400155,98178,regular,spring,"227000,0","190000,0","205200,0","395200,0",summer
7812801785,98178,regular,spring,"227000,0","221347,0","239054,75999999995","460401,75999999995",summer
3352401037,98178,regular,spring,"227000,0","224000,0","241920,0","465920,0",summer
3878900464,98178,regular,spring,"227000,0","229500,0","174420,0","403920,0",summer
1133000671,98125,regular,summer,"373000,0","315000,0","425250,0","740250,0",winter
3992700335,98125,regular,summer,"373000,0","382500,0","353697,75","736197,75",summer
8902500118,98125,regular,summer,"373000,0","326000,0","274818,0","600818,0",winter
2239800070,98125,regular,summer,"373000,0","417000,0","316920,0","733920,0",summer
3992700036,98125,regular,summer,"373000,0","415000,0","427450,0","842450,0",summer
9324800110,98125,good,summer,"373000,0","420000,0","231420,0","651420,0",summer
3834000805,98125,regular,summer,"373000,0","350000,0","472500,0","822500,0",winter
6381501636,98125,good,summer,"373000,0","320000,0","352960,0","672960,0",winter
7663700792,98125,regular,summer,"373000,0","228000,0","283791,6","511791,6",winter
6855700115,98125,good,summer,"373000,0","357250,0","522406,675","879656,675",winter
1453602309,98125,regular,summer,"373000,0","288000,0","165024,0","453024,0",winter
1787600164,98125,good,summer,"373000,0","310000,0","258230,0","568230,0",winter
3992700265,98125,good,summer,"373000,0","385100,0","316167,1","701267,1",summer
2926049449,98125,regular,summer,"373000,0","384400,0","231024,4","615424,4",summer
1454100056,98125,good,summer,"373000,0","355000,0","295715,0","650715,0",winter
6798100652,98125,regular,summer,"373000,0","316750,0","267020,25","583770,25",winter
8820902905,98125,regular,summer,"373000,0","375000,0","285000,0","660000,0",summer
3992700130,98125,regular,summer,"373000,0","267000,0","456383,1","723383,1",winter
6855700080,98125,regular,summer,"373000,0","294950,0","398182,5","693132,5",winter
8820900670,98125,good,summer,"373000,0","399950,0","220372,45","620322,45",summer
6413100122,98125,regular,summer,"373000,0","369950,0","399546,0","769496,0",winter
1454100005,98125,regular,summer,"373000,0","350000,0","598255,0","948255,0",winter
1454100480,98125,good,summer,"373000,0","378500,0","208553,5","587053,5",summer
4427100095,98125,regular,summer,"373000,0","360000,0","486000,0","846000,0",winter
6381500065,98125,good,summer,"373000,0","376500,0","309106,5","685606,5",summer
2744600040,98125,regular,summer,"373000,0","330000,0","564069,0","894069,0",winter
4077800518,98125,regular,summer,"373000,0","371000,0","500850,0","871850,0",winter
3822200164,98125,regular,summer,"373000,0","423500,0","321860,0","745360,0",summer
1787600165,98125,regular,summer,"373000,0","396500,0","443802,45","840302,45",summer
6413100311,98125,good,summer,"373000,0","390000,0","320190,0","710190,0",summer
820000012,98125,regular,summer,"373000,0","401000,0","241001,0","642001,0",summer
7663700783,98125,good,summer,"373000,0","369500,0","307793,5","677293,5",winter
3834000520,98125,regular,summer,"373000,0","275000,0","297000,0","572000,0",winter
3992700326,98125,good,summer,"373000,0","380000,0","448514,0","828514,0",summer
3822200036,98125,regular,summer,"373000,0","257500,0","320510,25","578010,25",winter
8821900155,98125,regular,summer,"373000,0","335500,0","573470,15","908970,15",winter
7508700085,98125,regular,summer,"373000,0","386500,0","293740,0","680240,0",summer
6632300122,98125,regular,summer,"373000,0","364500,0","492075,0","856575,0",winter
1160000255,98125,regular,summer,"373000,0","311000,0","419850,0","730850,0",winter
6413600285,98125,good,summer,"373000,0","402000,0","474480,6","876480,6",summer
2726049150,98125,regular,summer,"373000,0","392500,0","404275,0","796775,0",summer
6414600321,98125,regular,summer,"373000,0","317000,0","427950,0","744950,0",winter
751000020,98125,regular,summer,"373000,0","290000,0","313200,0","603200,0",winter
8632100010,98125,good,summer,"373000,0","365000,0","364160,5","729160,5",winter
1454100122,98125,regular,summer,"373000,0","405000,0","417150,0","822150,0",summer
9421500130,98125,good,summer,"373000,0","378000,0","208278,0","586278,0",summer
8901000491,98125,good,summer,"373000,0","390000,0","279123,0","669123,0",summer
6798100661,98125,regular,summer,"373000,0","340000,0","286620,0","626620,0",winter
6381500265,98125,good,summer,"373000,0","397000,0","218747,0","615747,0",summer
9421500150,98125,regular,summer,"373000,0","403500,0","306660,0","710160,0",summer
6413100242,98125,regular,summer,"373000,0","400000,0","412000,0","812000,0",summer
3448000755,98125,regular,summer,"373000,0","399950,0","303962,0","703912,0",summer
5667100025,98125,good,summer,"373000,0","405000,0","332505,0","737505,0",summer
5101407790,98125,regular,summer,"373000,0","375000,0","285000,0","660000,0",summer
3753000100,98125,regular,summer,"373000,0","399000,0","383159,7","782159,7",summer
3448000542,98125,regular,summer,"373000,0","290000,0","213933,0","503933,0",winter
3834000594,98125,regular,summer,"373000,0","319000,0","383533,7","702533,7",winter
2325300093,98125,regular,summer,"373000,0","378000,0","260933,4","638933,4",summer
6381500700,98125,regular,fall,"365000,0","365000,0","375950,0","740950,0",winter
6370000070,98125,good,fall,"365000,0","359000,0","395977,0","754977,0",winter
2126049032,98125,good,fall,"365000,0","375000,0","206625,0","581625,0",summer
6632300478,98125,good,fall,"365000,0","400000,0","328400,0","728400,0",summer
6414100111,98125,regular,fall,"365000,0","365000,0","337515,5","702515,5",winter
7663700261,98125,good,fall,"365000,0","395000,0","217645,0","612645,0",summer
1787600094,98125,regular,fall,"365000,0","285000,0","384750,0","669750,0",summer
2926049408,98125,regular,fall,"365000,0","400000,0","447720,0","847720,0",summer
6412600005,98125,regular,fall,"365000,0","375000,0","386250,0","761250,0",summer
9324800180,98125,regular,fall,"365000,0","403250,0","372885,275","776135,275",winter
2044500142,98125,regular,fall,"365000,0","420000,0","319200,0","739200,0",summer
5272200040,98125,good,fall,"365000,0","375000,0","307875,0","682875,0",winter
1453602284,98125,regular,fall,"365000,0","296000,0","169608,0","465608,0",summer
6632300230,98125,regular,fall,"365000,0","377500,0","286900,0","664400,0",summer
8822901301,98125,regular,fall,"365000,0","281000,0","236883,0","517883,0",winter
3834000400,98125,regular,fall,"365000,0","415000,0","427450,0","842450,0",winter
1454100260,98125,regular,fall,"365000,0","357000,0","610220,1","967220,1",summer
3822200105,98125,regular,fall,"365000,0","380000,0","288800,0","668800,0",summer
4426600125,98125,regular,fall,"365000,0","279000,0","476894,7","755894,7",summer
5272200045,98125,regular,fall,"365000,0","378000,0","389340,0","767340,0",winter
6632300477,98125,regular,fall,"365000,0","324950,0","438682,5","763632,5",winter
6381500720,98125,regular,fall,"365000,0","395000,0","406850,0","801850,0",winter
5272200035,98125,regular,fall,"365000,0","390000,0","401700,0","791700,0",summer
8820903370,98125,regular,fall,"365000,0","348000,0","375840,0","723840,0",summer
6381500450,98125,regular,fall,"365000,0","380950,0","352264,465","733214,4650000001",winter
2826049091,98125,regular,fall,"365000,0","259950,0","280746,0","540696,0",winter
5101407350,98125,regular,fall,"365000,0","399000,0","368955,3","767955,3",summer
2826049108,98125,regular,fall,"365000,0","353500,0","381780,0","735280,0",summer
751000190,98125,good,fall,"365000,0","355000,0","295715,0","650715,0",winter
1453602313,98125,regular,fall,"365000,0","297000,0","170181,0","467181,0",summer
2926049237,98125,regular,fall,"365000,0","417500,0","138192,5","555692,5",summer
4077800593,98125,regular,fall,"365000,0","355000,0","606801,5","961801,5",winter
2826049160,98125,regular,fall,"365000,0","375000,0","386250,0","761250,0",summer
820000018,98125,regular,fall,"365000,0","387500,0","232887,5","620387,5",summer
9324800025,98125,good,fall,"365000,0","325500,0","271141,5","596641,5",summer
4077800258,98125,good,fall,"365000,0","400000,0","220400,0","620400,0",summer
5101406522,98125,regular,fall,"365000,0","420000,0","319200,0","739200,0",summer
5101408735,98125,regular,fall,"365000,0","250000,0","270000,0","520000,0",summer
7663700663,98125,regular,fall,"365000,0","353000,0","381240,0","734240,0",winter
2926049564,98125,regular,fall,"365000,0","360000,0","432828,0","792828,0",winter
3821700038,98125,regular,fall,"365000,0","305000,0","257115,0","562115,0",winter
2325300037,98125,regular,fall,"365000,0","358000,0","333763,4","691763,4",winter
1453601038,98125,regular,fall,"365000,0","292000,0","246156,0","538156,0",winter
6798100662,98125,regular,spring,"349000,0","312000,0","263016,0","575016,0",summer
1455100116,98125,good,spring,"349000,0","397500,0","219022,5","616522,5",summer
5144000036,98125,regular,spring,"349000,0","360000,0","370800,0","730800,0",summer
751000060,98125,good,spring,"349000,0","353000,0","194503,0","547503,0",summer
4427100030,98125,regular,spring,"349000,0","332500,0","568342,25","900842,25",summer
6381500505,98125,regular,spring,"349000,0","400000,0","240400,0","640400,0",summer
3226049117,98125,good,spring,"349000,0","387500,0","213512,5","601012,5",summer
3448000270,98125,regular,spring,"349000,0","398500,0","410455,0","808955,0",summer
4427100105,98125,good,spring,"349000,0","398000,0","326758,0","724758,0",summer
8901000445,98125,regular,spring,"349000,0","390000,0","541827,0","931827,0",summer
1160000115,98125,regular,spring,"349000,0","401000,0","304760,0","705760,0",summer
6161000015,98125,regular,spring,"349000,0","349950,0","486185,53500000003","836135,535",summer
2026049125,98125,regular,spring,"349000,0","310000,0","228687,0","538687,0",summer
1787600252,98125,regular,spring,"349000,0","282000,0","304560,0","586560,0",summer
3226049184,98125,regular,spring,"349000,0","325000,0","351000,0","676000,0",summer
6414100721,98125,regular,spring,"349000,0","407500,0","309700,0","717200,0",summer
7663700551,98125,good,spring,"349000,0","336000,0","370608,0","706608,0",summer
5101407305,98125,regular,spring,"349000,0","319000,0","344520,0","663520,0",summer
5272200005,98125,regular,spring,"349000,0","175000,0","217822,5","392822,5",summer
8820900299,98125,regular,spring,"349000,0","419950,0","470050,03500000003","890000,035",summer
1787600224,98125,regular,spring,"349000,0","390000,0","296400,0","686400,0",summer
7663700759,98125,regular,spring,"349000,0","368000,0","279680,0","647680,0",summer
1837000010,98125,regular,spring,"349000,0","404000,0","307040,0","711040,0",summer
8058500005,98125,regular,spring,"349000,0","290000,0","313200,0","603200,0",summer
6381500635,98125,regular,spring,"349000,0","342000,0","369360,0","711360,0",summer
6632300161,98125,regular,spring,"349000,0","422000,0","434660,0","856660,0",summer
6381500170,98125,regular,spring,"349000,0","365000,0","277400,0","642400,0",summer
6381502155,98125,regular,spring,"349000,0","300000,0","512790,0","812790,0",summer
1133000050,98125,regular,spring,"349000,0","362000,0","275120,0","637120,0",summer
7715600050,98125,good,spring,"349000,0","385000,0","212135,0","597135,0",summer
4427100025,98125,good,spring,"349000,0","270000,0","394821,0","664821,0",summer
8820901415,98125,regular,spring,"349000,0","400000,0","304000,0","704000,0",summer
3448000410,98125,regular,spring,"349000,0","354901,0","340811,4303","695712,4303",summer
2126049096,98125,regular,spring,"349000,0","399000,0","554330,7","953330,7",summer
9455200596,98125,regular,spring,"349000,0","357500,0","496674,75","854174,75",summer
6412100092,98125,regular,spring,"349000,0","362500,0","503621,25","866121,25",summer
5101405604,98125,regular,spring,"349000,0","395000,0","399068,5","794068,5",summer
3992700775,98125,good,spring,"349000,0","410000,0","336610,0","746610,0",summer
6381500035,98125,regular,spring,"349000,0","385000,0","292600,0","677600,0",summer
6632300040,98125,regular,spring,"349000,0","327000,0","407016,9","734016,9",summer
3834000720,98125,regular,spring,"349000,0","390000,0","360633,0","750633,0",summer
2126049083,98125,regular,spring,"349000,0","324500,0","403905,15","728405,15",summer
1133000036,98125,regular,spring,"349000,0","410000,0","311600,0","721600,0",summer
6413600192,98125,regular,spring,"349000,0","325000,0","186225,0","511225,0",summer
7715600070,98125,regular,spring,"349000,0","385000,0","292600,0","677600,0",summer
3226049045,98125,regular,spring,"349000,0","350000,0","360500,0","710500,0",summer
6414100732,98125,regular,spring,"349000,0","349000,0","322720,3","671720,3",summer
1560100135,98125,regular,spring,"349000,0","285000,0","307800,0","592800,0",summer
1453600681,98125,regular,spring,"349000,0","328500,0","394955,55","723455,55",summer
3834000004,98125,regular,spring,"349000,0","350000,0","323645,0","673645,0",summer
3448002267,98125,good,spring,"349000,0","385000,0","454415,5","839415,5",summer
2832100270,98125,regular,spring,"349000,0","306888,0","331439,04","638327,04",summer
7663700772,98125,good,spring,"349000,0","370000,0","203870,0","573870,0",summer
7663700531,98125,regular,spring,"349000,0","325000,0","351000,0","676000,0",summer
6414100133,98125,good,spring,"349000,0","337000,0","371711,0","708711,0",summer
4375700065,98125,regular,spring,"349000,0","315275,0","340497,0","655772,0",summer
2026049183,98125,regular,spring,"349000,0","324950,0","239715,615","564665,615",summer
2026049124,98125,regular,spring,"349000,0","325000,0","390747,5","715747,5",summer
1453602283,98125,regular,spring,"349000,0","342000,0","195966,0","537966,0",summer
705000120,98125,good,spring,"349000,0","395000,0","324295,0","719295,0",summer
6413600276,98125,regular,spring,"349000,0","354950,0","365598,5","720548,5",summer
4427100145,98125,regular,spring,"349000,0","424000,0","436720,0","860720,0",summer
8822901024,98125,regular,spring,"349000,0","310000,0","261330,0","571330,0",summer
2926049376,98125,regular,spring,"349000,0","220000,0","273834,0","493834,0",summer
8820903560,98125,good,spring,"349000,0","380000,0","209380,0","589380,0",summer
3834500170,98125,good,spring,"349000,0","375000,0","206625,0","581625,0",summer
1787600294,98125,regular,spring,"349000,0","222000,0","239760,0","461760,0",summer
1787600190,98125,regular,spring,"349000,0","353000,0","326419,1","679419,1",summer
1453600182,98125,regular,spring,"349000,0","285000,0","307800,0","592800,0",summer
6413600290,98125,regular,spring,"349000,0","252500,0","272700,0","525200,0",summer
1453601502,98125,regular,spring,"349000,0","303697,0","327992,75999999995","631689,76",summer
3448001975,98125,regular,spring,"349000,0","351000,0","354615,3","705615,3",summer
6414100026,98125,regular,spring,"349000,0","320000,0","345600,0","665600,0",summer
6381500090,98125,regular,spring,"349000,0","295000,0","248685,0","543685,0",summer
7663700401,98125,regular,spring,"349000,0","229000,0","309150,0","538150,0",summer
3822200087,98125,good,spring,"349000,0","355000,0","291455,0","646455,0",summer
1453602310,98125,regular,spring,"349000,0","303000,0","173619,0","476619,0",summer
1133000694,98125,regular,spring,"349000,0","325000,0","438750,0","763750,0",summer
8822900115,98125,good,spring,"349000,0","306000,0","254898,0","560898,0",summer
6381500110,98125,good,spring,"349000,0","330000,0","363990,0","693990,0",summer
6411600411,98125,regular,spring,"349000,0","257000,0","277560,0","534560,0",summer
7663700973,98125,regular,spring,"349000,0","321000,0","385938,3","706938,3",summer
6632300212,98125,regular,spring,"349000,0","366750,0","352190,025","718940,025",summer
8822901175,98125,regular,spring,"349000,0","345000,0","414793,5","759793,5",summer
2325300060,98125,regular,spring,"349000,0","344000,0","289992,0","633992,0",summer
3753000030,98125,regular,spring,"349000,0","399950,0","240369,95","640319,95",summer
3448001412,98125,regular,spring,"349000,0","295000,0","217621,5","512621,5",summer
2926049582,98125,regular,spring,"349000,0","265000,0","329845,5","594845,5",summer
3448001411,98125,regular,spring,"349000,0","286000,0","210982,2","496982,2",summer
8822900122,98125,regular,spring,"349000,0","325000,0","390747,5","715747,5",summer
3753000010,98125,regular,spring,"349000,0","417250,0","250767,25","668017,25",summer
8902000201,98125,regular,spring,"349000,0","338500,0","406978,55","745478,55",summer
6632300207,98125,regular,spring,"349000,0","385000,0","369715,5","754715,5",summer
5631500400,98028,regular,spring,"379950,0","180000,0","194400,0","374400,0",summer
114101516,98028,good,spring,"379950,0","310000,0","453313,0","763313,0",summer
5634500392,98028,good,spring,"379950,0","330000,0","274890,0","604890,0",summer
3649100320,98028,good,spring,"379950,0","330000,0","329241,0","659241,0",summer
4140900140,98028,good,spring,"379950,0","438000,0","359598,0","797598,0",summer
3649100473,98028,regular,spring,"379950,0","365000,0","492750,0","857750,0",summer
7297700055,98028,good,spring,"379950,0","306000,0","337518,0","643518,0",summer
3582700070,98028,regular,spring,"379950,0","356500,0","385020,0","741520,0",summer
4027700853,98028,regular,spring,"379950,0","387500,0","128262,5","515762,5",summer
114101500,98028,regular,spring,"379950,0","325000,0","438750,0","763750,0",summer
3949600090,98028,good,spring,"379950,0","335000,0","369505,0","704505,0",summer
6179900090,98028,good,spring,"379950,0","415000,0","377774,5","792774,5",summer
114101055,98028,regular,spring,"379950,0","383000,0","394490,0","777490,0",summer
3824100051,98028,regular,spring,"379950,0","405000,0","307800,0","712800,0",summer
3579700015,98028,regular,spring,"379950,0","295000,0","318600,0","613600,0",summer
3816300095,98028,regular,spring,"379950,0","310000,0","418500,0","728500,0",summer
114100314,98028,regular,spring,"379950,0","285000,0","307800,0","592800,0",summer
4140090420,98028,regular,spring,"379950,0","433000,0","329080,0","762080,0",summer
5631500213,98028,regular,spring,"379950,0","342400,0","462240,0","804640,0",summer
3819750170,98028,regular,spring,"379950,0","415000,0","427450,0","842450,0",summer
5631500992,98028,regular,spring,"379950,0","390000,0","234390,0","624390,0",summer
9406500480,98028,regular,spring,"379950,0","273000,0","294840,0","567840,0",summer
7503000020,98028,regular,spring,"379950,0","415000,0","427450,0","842450,0",summer
3582750280,98028,good,spring,"379950,0","347000,0","289051,0","636051,0",summer
5634500179,98028,regular,spring,"379950,0","424500,0","322620,0","747120,0",summer
3582750170,98028,good,spring,"379950,0","410000,0","225910,0","635910,0",summer
5628400080,98028,good,spring,"379950,0","420000,0","231420,0","651420,0",summer
8718500095,98028,regular,spring,"379950,0","415000,0","427450,0","842450,0",summer
3649100306,98028,good,spring,"379950,0","379900,0","316456,69999999995","696356,7",summer
3579700100,98028,good,spring,"379950,0","389000,0","214339,0","603339,0",summer
3815500035,98028,good,spring,"379950,0","385000,0","454415,5","839415,5",summer
293720180,98028,regular,spring,"379950,0","415000,0","249415,0","664415,0",summer
2570500230,98028,good,spring,"379950,0","400000,0","220400,0","620400,0",summer
3578600062,98028,regular,spring,"379950,0","270000,0","364500,0","634500,0",summer
1126049105,98028,regular,spring,"379950,0","330000,0","445500,0","775500,0",summer
253600160,98028,regular,spring,"379950,0","384950,0","231354,95","616304,95",summer
114100791,98028,regular,spring,"379950,0","250000,0","337500,0","587500,0",summer
9406500350,98028,regular,spring,"379950,0","207000,0","257652,9","464652,9",summer
3816300105,98028,good,spring,"379950,0","435000,0","239685,0","674685,0",summer
3824100041,98028,regular,spring,"379950,0","419000,0","318440,0","737440,0",summer
5634500891,98028,regular,spring,"379950,0","319900,0","345492,0","665392,0",summer
114100354,98028,good,spring,"379950,0","249000,0","274647,0","523647,0",summer
4140900270,98028,regular,spring,"379950,0","160000,0","199152,0","359152,0",summer
253600180,98028,regular,spring,"379950,0","427500,0","256927,5","684427,5",summer
4027700799,98028,regular,spring,"379950,0","364000,0","393120,0","757120,0",summer
114100234,98028,regular,spring,"379950,0","402500,0","414575,0","817075,0",summer
8832900155,98028,regular,spring,"379950,0","439000,0","333640,0","772640,0",summer
